tm_id,name,full_name,date_of_birth,nationality,position,club_name,club_tm_id,market_value,age,reep_id,fotmob_id,sofascore_id,fbref_id,understat_id,capology_name,analyst_name,understat_name
617019,"Matthew Garbett","Matthew Jimmy David Garbett",,"New Zealand, France","Central Midfield",Peterborough,1072,450000,,,,,,,,"Matthew Garbett",
61711,"Callum McManaman","Callum Henry McManaman",,"England, Ireland","Right Winger",Wigan,1071,25000,,,,,,,,"Callum McManaman",
618883,"Gerard Garner",,,England,Centre-Forward,"Newport County",3716,100000,,,,,,,,"Gerard Garner",
618885,"Ryan Rydel","Ryan Steven Rydel",,England,Left-Back,Stockport,1098,150000,,,,,,,,"Ryan Rydel",
621997,"Cieran Slicker","Cieran Peter Slicker",,"Scotland, England",Goalkeeper,Barnsley,349,350000,,,,,,,,"Cieran Slicker",
623560,"Liam Shaw","Liam Darren Shaw",,England,"Defensive Midfield",Northampton,1302,150000,,,,,,,,,
624267,"Dale Taylor",,,"Northern Ireland",Centre-Forward,Blackpool,1181,600000,,,,,,,,"Dale Taylor",
624040,"Oliver Sanderson",,,England,Centre-Forward,Stevenage,3684,,,,,,,,,,
630076,"Jack Burroughs","Jack Stephen Burroughs",,"Scotland, England",Right-Back,Northampton,1302,275000,,,,,,,,"Jack Burroughs",
631258,"Alistair Smith","Alistair Oluwashaun Smith",,England,"Central Midfield","AFC Wimbledon",3884,450000,,,,,,,,"Alistair Smith",
63199,"Lucas Akins","Lucas-Jordan Jeremiah Akins",,"Grenada, England",Centre-Forward,"Mansfield Town",3820,50000,,,,,,,,"Lucas Akins",
63223,"Josh Magennis","Joshua Brendan David Magennis",,"Northern Ireland",Centre-Forward,Stevenage,3684,50000,,,,,,,,"Josh Magennis",
633129,"George Nurse","George Damien Nurse",,England,Left-Back,Cheltenham,3371,100000,,,,,,,,"George Nurse",
633168,"Gassan Ahadme","Gassan Ahadme Yahyai, غسان أحدم يحيى",,"Morocco, Spain",Centre-Forward,"Cambridge Utd.",986,600000,,,,,,,,"Gassan Ahadme",
633228,"Kacper Łopata","Kacper Mieczysław Łopata",,Poland,Centre-Back,Barnsley,349,250000,,,,,,,,"Kacper Lopata",
633258,"Tomas Kalinauskas",,,Lithuania,"Left Winger","Burton Albion",2963,450000,,,,,,,,"Tomas Kalinauskas",
633399,"Idris El Mizouni","ادريس الميزوني",,"Tunisia, France","Central Midfield","Leyton Orient",1150,650000,,,,,,,,"Idris El Mizouni",
633464,"Joe Low","Joseph David Low",,"Wales, England",Centre-Back,Huddersfield,1110,550000,,,,,,,,"Joe Low",
633621,"Michael Craig","Michael James Craig",,"Scotland, England","Defensive Midfield","Leyton Orient",1150,550000,,,,,,,,,
633659,"Matthew Craig","Matthew George Craig",,"Scotland, England","Defensive Midfield","Port Vale",1211,250000,,,,,,,,,
636888,"Udoka Godwin-Malife","Udoka Favour Godwin-Malife",,"England, Nigeria",Centre-Back,Reading,1032,550000,,,,,,,,"Udoka Godwin-Malife",
641124,"Danilo Orsi","Danilo Harley Orsi-Dadomo",,"England, Italy",Centre-Forward,"Crawley Town",3537,175000,,,,,,,,"Danilo Orsi",
646208,"Will Swan","William Jonathan Swan",,England,Centre-Forward,Bradford,1027,350000,,,,,,,,"Will Swan",
646214,"Oliver Hammond","Oliver Jack Hammond",,Wales,"Central Midfield","Oldham Athletic",1078,100000,,,,,,,,"Oli Hammond",
646708,"Mikki van Sas","Mikki Avelon Leander van Sas",,Netherlands,Goalkeeper,Wycombe,2805,400000,,,,,,,,"Mikki van Sas",
646710,"Sil Swinkels","Sil Laurentius Swinkels",,Netherlands,Centre-Back,"Sheff Wed",1035,250000,,,,,,,,"Sil Swinkels",
646996,"Daniel Phillips","Daniel Shaquille Jabari Phillips",,"Trinidad and Tobago, England","Defensive Midfield",Stevenage,3684,250000,,,,,,,,"Daniel Phillips",
648041,"Jamie Mullins","Jamie Anthony Mullins",,Ireland,"Attacking Midfield",Wycombe,2805,225000,,,,,,,,"Jamie Mullins",
649053,"Ashley Charles","Ashley James Charles",,"Grenada, England","Central Midfield",Bromley,8981,250000,,,,,,,,"Ashley Charles",
650476,"Connor Hall",,,England,Centre-Back,"Port Vale",1211,125000,,,,,,,,"Connor Hall",
652635,"Luke Butterfield","Luke Joseph Butterfield",,"Scotland, England","Defensive Midfield",Chesterfield,1219,100000,,,,,,,,"Luke Butterfield",
652979,"Lewis Warrington","Lewis Wesley Warrington",,England,"Central Midfield",Tranmere,1074,250000,,,,,,,,"Lewis Warrington",
652989,"Priestley Farquharson","Priestley Tyler Heginbottom Farquharson",,"England, Jamaica",Centre-Back,"Crawley Town",3537,125000,,,,,,,,"Priestley Farquharson",
654252,"Nelson Khumbeni","Nelson Wilfred Khumbeni",,"England, Malawi","Defensive Midfield",Gillingham,2814,100000,,,,,,,,"Nelson Khumbeni",
655139,"Nathan Moriah-Welsh","Nathan Daniel Moriah-Welsh",,"Guyana, England","Central Midfield","Mansfield Town",3820,300000,,,,,,,,"Nathan Moriah-Welsh",
655723,"Kyran Lofthouse","Kyran Aiden Lofthouse",,England,Right-Back,"Burton Albion",2963,300000,,,,,,,,"Kyran Lofthouse",
655835,"Christian Saydee","Christian Nyensuah Saydee",,"England, Liberia",Centre-Forward,Wigan,1071,400000,,,,,,,,"Christian Saydee",
662538,"Emile Acquah","Emile Matthew Yaw Nyamedom Acquah",,"England, Ghana",Centre-Forward,"Notts County",1045,200000,,,,,,,,"Emile Acquah",
662956,"Taylor Allen","Taylor Ellis Allen",,England,Centre-Back,Wycombe,2805,350000,,,,,,,,"Taylor Allen",
664581,"Armando Dobra",,,"Albania, England","Left Winger","Leyton Orient",1150,350000,,,,,,,,"Armando Dobra",
666588,"Adrian Akande","Adrian Moyosoreoluwa Ameer Akande",,"Nigeria, England","Left Winger","Colchester Utd.",1060,75000,,,,,,,,"Adrian Akande",
667202,"Kelvin Abrefa","Kelvin Opoku Abrefa",,"Ghana, England",Right-Back,Reading,1032,200000,,,,,,,,"Kelvin Abrefa",
667007,"Mees Rijks",,,Netherlands,Centre-Forward,"Bristol Rovers",2455,200000,,,,,,,,"Mees Rijks",
670855,"Silko Thomas","Silko-Amari Otieno Thomas",,"England, Jamaica","Right Winger",Wycombe,2805,500000,,,,,,,,,
670859,"Antwoine Hackford",,,"England, Trinidad and Tobago",Centre-Forward,"AFC Wimbledon",3884,300000,,,,,,,,"Antwoine Hackford",
670877,"Sonny Perkins","Sonny Tufail Perkins",,"England, Ireland","Right Winger",Wigan,1071,600000,,,,,,,,"Sonny Perkins",
670986,"Johnly Yfeko","Johnly Levi Yfeko",,England,Centre-Back,"Exeter City",6699,125000,,,,,,,,"Johnly Yfeko",
670989,"Saxon Earley","Saxon Owen Earley",,England,Left-Back,Stevenage,3684,225000,,,,,,,,"Saxon Earley",
671073,"Jovan Malcolm","Jovan Anthony Malcolm",,England,Centre-Forward,Stevenage,3684,100000,,,,,,,,"Jovan Malcolm",
671486,"Ronan Darcy","Ronan Thomas Darcy",,"England, Ireland","Attacking Midfield",Wigan,1071,325000,,,,,,,,"Ronan Darcy",
671975,"Rio Adebisi","Rio Adesola Frederick Adebisi",,"England, Nigeria",Left-Back,Peterborough,1072,225000,,,,,,,,,
672526,"Harry Leonard","Harry Paul Leonard",,England,Centre-Forward,Peterborough,1072,1500000,,,,,,,,"Harry Leonard",
672607,"Adam Senior","Adam Nicholas Senior",,England,Centre-Back,Barnet,2804,400000,,,,,,,,"Adam Senior",
674136,"Joel Senior","Joel Toby Senior",,England,Right-Back,Tranmere,1074,150000,,,,,,,,,
675993,"Frazer Blake-Tracy","Frazer John Blake-Tracy",,England,Centre-Back,"Mansfield Town",3820,200000,,,,,,,,"Zyan Blake",
676168,"Jayden Sweeney","Jayden Deslandes Sweeney",,England,Left-Back,"Grimsby Town",1034,200000,,,,,,,,"Jayden Sweeney",
678931,"Jamie Jellis","Jamie Ryan Jellis",,England,"Central Midfield",Rotherham,1194,175000,,,,,,,,"Jamie Jellis",
683857,"Arkell Jude-Boyd","Arkell Nicholas Cecil Jude-Boyd",,"St. Lucia, England",Right-Back,Shrewsbury,3054,150000,,,,,,,,"Arkell Jude-Boyd",
684173,"Ryan Glover","Ryan Michael Scott Glover",,England,"Right Winger",Stockport,1098,350000,,,,,,,,"Ryan Glover",
684178,"Jason Sraha","Jason Robert Sraha Osei",,"England, Nigeria",Centre-Back,"Burton Albion",2963,125000,,,,,,,,"Jason Svanthórsson",
684283,"Zach Jeacock","Zachary Anton John Jeacock",,England,Goalkeeper,Northampton,1302,100000,,,,,,,,,
686837,"Charlie Savage","Charlie William Henry Savage",,"Wales, England","Central Midfield",Reading,1032,900000,,,,,,,,"Charlie Savage",
686838,"Charlie Wellens","Charlie Gerard Richard Wellens",,England,"Central Midfield","Leyton Orient",1150,200000,,,,,,,,"Charlie Wellens",
686839,"Owen Dodgson","Owen Joel Dodgson",,England,Left-Back,Stockport,1098,350000,,,,,,,,"Owen Dodgson",
689891,"Romoney Crichlow","Romoney Crichlow-Noble",,England,Centre-Back,Barnet,2804,175000,,,,,,,,"Romoney Crichlow-Noble",
689893,"Rarmani Edmonds-Green","Rarmani River Miguel Joseph Edmonds-Green",,England,Centre-Back,"Leyton Orient",1150,275000,,,,,,,,"Rarmani Edmonds-Green",
690478,"Matthew Sorinola","Matthew Alexander Sorinola",,"England, Nigeria",Right-Back,Plymouth,2262,700000,,,,,,,,"Matthew Sorinola",
691064,"Remeao Hutton","Remeao Andrew Hutton",,"England, Ireland",Right-Back,Chesterfield,1219,300000,,,,,,,,"Remeao Hutton",
692906,"Géza Dávid Turi","Turi Géza Dávid",,"Faroe Islands, Hungary","Central Midfield","Grimsby Town",1034,250000,,,,,,,,,
693066,"Kamarai Swyer","Kamarai Simon-Swyer",,England,"Attacking Midfield",Northampton,1302,100000,,,,,,,,"Kamarai Swyer",
696183,"Kallum Cesay","Kallum Xzeiba Tracey Cesay",,"Sierra Leone, England","Defensive Midfield",Salford,34888,250000,,,,,,,,"Kallum Cesay",
696229,"Armando Junior Quitirna",,,"Guinea-Bissau, England","Attacking Midfield",Wycombe,2805,325000,,,,,,,,"Junior Quitirna",
696502,"Aribim Pepple","Aribusitamunoipirim Emmanuel Pepple",,"Canada, England",Centre-Forward,Plymouth,2262,375000,,,,,,,,"Aribim Pepple",
69653,"Garath McCleary","Garath James McCleary",,"Jamaica, England","Right Winger",Gillingham,2814,25000,,,,,,,,"Garath McCleary",
696631,"Isaiah Jones","Isaiah Benjamin Montell Jones",,"Guyana, England","Right Winger",Luton,1031,3000000,,,,,,,,"Isaiah Jones",
696758,"Tom Nixon","Thomas George Jospeh Nixon",,England,Right-Back,Doncaster,2454,200000,,,,,,,,"Tom Nixon",
696762,"Jonathan Tomkinson","Jonathan Robert Tomkinson",,"United States, England",Centre-Back,Cheltenham,3371,200000,,,,,,,,"Jonathan Tomkinson",
696893,"Richard Taylor","Richard Akinfolarin Taylor",,"England, Nigeria",Centre-Back,Bromley,8981,325000,,,,,,,,"Richard Taylor",
697278,"Charlie Webster","Charles Clive Webster",,"England, Ireland","Central Midfield","Burton Albion",2963,900000,,,,,,,,"Charlie Webster",
697282,"Zach Awe","Zachariah Olumide Awe",,"England, Nigeria",Centre-Back,Salford,34888,100000,,,,,,,,"Zach Baumann",
698196,"Calum Kavanagh","Calum Graham Kavanagh",,"Ireland, Wales",Centre-Forward,"Oldham Athletic",1078,250000,,,,,,,,"Calum Kavanagh",
698741,"Marcus Ifill","Marcus Lemar Ifill",,England,Right-Back,Bromley,8981,275000,,,,,,,,"Marcus Ifill",
698895,"Luca Hoole","Luca Anthony Hoole",,Wales,Right-Back,Shrewsbury,3054,200000,,,,,,,,"Luca Hoole",
699018,"Zac Ashworth","Zachary Ashworth",,"Wales, England",Left-Back,Blackpool,1181,300000,,,,,,,,"Zac Ashworth",
70019,"Seamus Conneely","Séamus Joseph Conneely",,"Ireland, England","Defensive Midfield",Accrington,3688,25000,,,,,,,,"Séamus Conneely",
702234,"Kieron Evans","Kieron Thomas Evans",,Wales,"Attacking Midfield","Newport County",3716,,,,,,,,,,
703475,"Malachi Boateng","Malachi Kofi Owusu Boateng",,"England, Ghana","Defensive Midfield",Plymouth,2262,700000,,,,,,,,"Malachi Boateng",
703487,"Brad Young","Bradley Young",,England,Goalkeeper,"Bristol Rovers",2455,200000,,,,,,,,"Brad Young",
703577,"Kegs Chauke","Kgaogelo Chauke",,"South Africa, England","Central Midfield","Burton Albion",2963,300000,,,,,,,,"Kgaogelo Chauke",
705159,"Jake Bickerstaff","Jake David Bickerstaff",,"Wales, England",Centre-Forward,Cheltenham,3371,100000,,,,,,,,"Jake Bickerstaff",
707550,"Fabrizio Cavegn",,,Switzerland,Centre-Forward,"Bristol Rovers",2455,350000,,,,,,,,"Fabrizio Cavegn",
707955,"Vincent Harper","Vincent McDyess Harper",,"Kenya, England","Left Midfield",Walsall,899,250000,,,,,,,,"Vincent Harper",
713479,"Lee Bonis",,,"Northern Ireland",Centre-Forward,Chesterfield,1219,450000,,,,,,,,"Lee Bonis",
712592,"Harvey Cartwright","Harvey Jay Cartwright",,England,Goalkeeper,"Grimsby Town",1034,150000,,,,,,,,,
718250,"Ethan Brierley","Ethan Craig Brierley",,England,"Central Midfield",Huddersfield,1110,375000,,,,,,,,"Ethan Brierley",
718547,"Josh Davison","Joshua Michael Blainey Davison",,England,Centre-Forward,Shrewsbury,3054,125000,,,,,,,,"Josh Davison",
718619,"Bayley McCann",,,"Northern Ireland, England",Left-Back,Doncaster,2454,75000,,,,,,,,"Bayley McCann",
719224,"Ricardo Dinanga","Ricardo Flisberto Dinanga",,"Ireland, DR Congo",Centre-Forward,Shrewsbury,3054,,,,,,,,,"Ricardo Dinanga",
719681,"Jeremiah Chilokoa-Mullen","Jeremiah Chukwuedo Chilokoa-Mullen",,"Scotland, England",Centre-Back,Wigan,1071,250000,,,,,,,,"Jeremiah Debrah",
724536,"Josh Keeley",,,Ireland,Goalkeeper,Luton,1031,800000,,,,,,,,"Josh Keeley",
725701,"Dan Moss","Daniel Thomas Moss",,England,Right-Back,Rochdale,1088,,,,,,,,,,
72518,"Jamie Walker","Jamie Allan Walker",,Scotland,"Attacking Midfield","Grimsby Town",1034,125000,,,,,,,,"Jamie Walker",
725703,"Joseph Hungbo","Joseph Oluwagbemiga Mayowa Hungbo",,"England, Nigeria","Right Winger",Wigan,1071,375000,,,,,,,,"Joseph Hungbo",
726634,"Matus Holicek","Matúš Holíček",,Slovakia,"Central Midfield","Crewe Alexandra",1042,300000,,,,,,,,"Matús Holícek",
726860,"Jay Turner-Cooke",,,England,"Attacking Midfield",Shrewsbury,3054,,,,,,,,,,
726992,"Charlie Whitaker","Charlie Jay Whitaker",,England,"Attacking Midfield",Tranmere,1074,250000,,,,,,,,"Charlie Whitaker",
727025,"Cian Hayes","Cian Jude Hayes",,"Ireland, England","Right Winger",Rochdale,1088,325000,,,,,,,,"Cian Hayes",
727023,"Shayden Morris","Shayden Jermaine Morris",,England,"Right Winger",Luton,1031,1000000,,,,,,,,"Shayden Morris",
727289,"Lewis Simper","Lewis Matthew Simper",,England,"Central Midfield",Walsall,899,,,,,,,,,,
730305,"Joe Grey","Joseph Grey",,England,"Left Winger","York City",1252,,,,,,,,,,
728983,"Josh Austerfield","Joshua James Austerfield",,England,"Central Midfield",Salford,34888,250000,,,,,,,,"Josh Austerfield",
731751,"Edon Pruti",,,"Albania, England",Centre-Back,"Grimsby Town",1034,,,,,,,,,,
732206,"Georgie Gent","Georgie Simon Gent",,England,Left-Back,Barnsley,349,350000,,,,,,,,"Georgie Gent",
732743,"Sam Long","Samuel James Long",,"Scotland, England",Goalkeeper,Salford,34888,75000,,,,,,,,,
731755,"Jaheim Headley","Jaheim Anthony Headley",,"England, Jamaica",Left-Back,"Port Vale",1211,550000,,,,,,,,"Jaheim Headley",
732748,"Seán Roughan","Seán Patrick Roughan",,Ireland,Left-Back,Huddersfield,1110,1000000,,,,,,,,"Seán Roughan",
733314,"James Carragher","James Lee Carragher",,"Malta, England",Centre-Back,Wigan,1071,250000,,,,,,,,"James Carragher",
733305,"Rico Browne","Rico Franklin Browne",,"St. Kitts & Nevis, England",Centre-Back,Walsall,899,150000,,,,,,,,"Rico Browne",
733424,"Ben Woods","Benjamin Jack Woods",,England,"Central Midfield",Peterborough,1072,175000,,,,,,,,"Ben Woods",
733494,"Kamil Conteh","Kamil Amadu Conteh",,"Sierra Leone, England","Central Midfield",Bromley,8981,400000,,,,,,,,"Kamil Conteh",
733430,"Sam Waller","Sam William John Waller",,England,Goalkeeper,Rochdale,1088,50000,,,,,,,,"Sam Waller",
733496,"JJ McKiernan","John Joshua McKiernan",,"Northern Ireland, England","Central Midfield",Bromley,8981,275000,,,,,,,,"JJ McKiernan",
735140,"Jayden Wareham","Jayden Darren George Wareham",,England,Centre-Forward,"Exeter City",6699,400000,,,,,,,,"Jayden Wareham",
734937,"Abraham Odoh","Abraham Ifoghale Odoh",,England,"Left Winger",Salford,34888,200000,,,,,,,,"Abraham Odoh",
73547,"Oliver Norwood","Oliver James Norwood",,"Northern Ireland, England","Central Midfield",Stockport,1098,200000,,,,,,,,"Oliver Norwood",
735677,"Josh March","Joshua Thomas March",,England,Centre-Forward,"Crewe Alexandra",1042,150000,,,,,,,,"Josh March",
735672,"Maël de Gevigney","Maël Durand de Gevigney",,France,Centre-Back,Barnsley,349,550000,,,,,,,,"Maël de Gevigney",
738310,"Reece Smith","Reece Andrew Smith",,England,"Left Winger",Walsall,899,150000,,,,,,,,"Reece Smith",
741271,"Justin Ferizaj",,,"Ireland, Albania","Central Midfield","Crawley Town",3537,50000,,,,,,,,"Justin Ferizaj",
741236,"Matthew Cox","Matthew Aidan Cox",,England,Goalkeeper,Barnet,2804,700000,,,,,,,,"Matthew Cox",
741694,"Mo Faal","Modou Lamin Faal",,"The Gambia, England",Centre-Forward,"Port Vale",1211,350000,,,,,,,,"Mo Missanga",
743741,"Andy Smith","Andrew John Smith",,England,Centre-Back,Gillingham,2814,300000,,,,,,,,,
741948,"Ben Garrity","Benjamin Matthew Garrity",,England,"Central Midfield","Port Vale",1211,300000,,,,,,,,"Ben Garrity",
744754,"Charlie Caton","Charlie George Caton",,"Wales, England",Centre-Forward,Accrington,3688,75000,,,,,,,,"Charlie Caton",
744951,"Joe Foulkes","Joseph James Foulkes",,England,Right-Back,"Grimsby Town",1034,,,,,,,,,,
745692,"Joe Snowdon","Joseph Leonard Snowdon",,England,"Right Midfield","Swindon Town",352,100000,,,,,,,,"Joe Snowdon",
745716,"Killian Cahill",,,Ireland,Goalkeeper,"Leyton Orient",1150,175000,,,,,,,,"Killian Cahill",
745728,"Dylan Duffy","Dylan Arthur Duffy",,Ireland,"Left Midfield",Chesterfield,1219,250000,,,,,,,,"Dylan Duffy",
746094,"Alex Mitchell","Alexander Paul Mitchell",,England,Centre-Back,Plymouth,2262,800000,,,,,,,,"Alex Mitchell",
746338,"Baba Adeeko","Babajide Ezekiel Adeeko",,"Ireland, Nigeria","Central Midfield",Wigan,1071,300000,,,,,,,,"Baba Adeeko",
746553,"Reyes Cleary","Reyes Demar Uriah Cleary",,England,"Left Winger",Barnsley,349,250000,,,,,,,,"Reyes Cleary",
746620,"Jake Leake","Jake David Leake",,England,Left-Back,"Colchester Utd.",1060,75000,,,,,,,,"Jake Leake",
746622,"Harry Wood",,,England,"Attacking Midfield",Stockport,1098,325000,,,,,,,,,
746734,"Kyron Gordon","Kyron Silveria Gordon",,England,Centre-Back,Stockport,1098,,,,,,,,,,
746736,"Harrison Neal",,,England,"Central Midfield",Fleetwood,11177,275000,,,,,,,,"Harrison Neal",
746753,"Frankie Maguire","Francis William Maguire",,England,"Attacking Midfield","York City",1252,,,,,,,,,,
746956,"Evan Weir","Evan Robert Weir",,Ireland,Left-Back,Peterborough,1072,300000,,,,,,,,"Evan Weir",
747255,"James Crole","James William Thomas Crole",,Wales,Centre-Forward,"Newport County",3716,100000,,,,,,,,"James Crole",
747258,"Charlie Barker","Charlie Mel Barker",,England,Centre-Back,"Crawley Town",3537,350000,,,,,,,,"Charlie Barker",
747574,"Brad Hills","Bradley Hills",,England,Centre-Back,Stockport,1098,650000,,,,,,,,"Brad Hills",
747950,"Alfie McNally","Alfie Shane McNally",,England,Goalkeeper,"York City",1252,,,,,,,,,,
764934,"Amani Richards",,,"England, Jamaica",Centre-Forward,Barnsley,349,50000,,,,,,,,,
790995,"Malik Mothersille","Malik Maine Mothersille",,"Jamaica, England","Left Winger",Stockport,1098,450000,,,,,,,,"Malik Mothersille",
794816,"Rhys Bennett","Rhys Joseph Wright Bennett",,England,Centre-Back,Fleetwood,11177,75000,,,,,,,,,
801612,"Jed Ward",,,England,Goalkeeper,Walsall,899,200000,,,,,,,,"Jed Meerholz",
802229,"Sam Beckwith","Samuel Wayne Beckwith",,England,Left-Back,Rochdale,1088,,,,,,,,,,
802233,"Casey Pettit","Casey Anthony Pettit",,England,"Defensive Midfield",Rochdale,1088,,,,,,,,,,
802419,"Dan Sassi","Daniel Sassi",,England,Centre-Back,"Newport County",3716,,,,,,,,,"Dan Sassi",
802629,"Isaac Ogundere","Isaac Ifeoluwa Foloronso Olushore Ogundere",,"England, Nigeria",Centre-Back,"AFC Wimbledon",3884,450000,,,,,,,,"Isaac Ogundere",
804040,"George Broadbent",,,England,"Defensive Midfield",Doncaster,2454,300000,,,,,,,,"George Broadbent",
804330,"Jack Stevens",,,"Wales, England","Left Winger","Oldham Athletic",1078,150000,,,,,,,,,
805895,"Will Brook","William Michael Brook",,England,Goalkeeper,Shrewsbury,3054,100000,,,,,,,,"Will Brook",
807418,"Jude Arthurs","Jude Robert Arthurs",,England,"Central Midfield","Crawley Town",3537,225000,,,,,,,,"Jude Arthurs",
808454,"Mason Hancock","Mason Colin Hancock",,England,Left-Back,Walsall,899,225000,,,,,,,,"Mason Hancock",
809099,"Owura Edwards","Owura Nsiah Edwards",,"England, Ghana","Left Winger",Peterborough,1072,200000,,,,,,,,"Owura Edwards",
809167,"Ciaran Gilligan","Ciaran Patrick Gilligan",,"Ireland, England","Central Midfield","Burton Albion",2963,75000,,,,,,,,"Ciaran Gilligan",
811292,"Sonny Cox",,,England,Centre-Forward,"Exeter City",6699,350000,,,,,,,,"Sonny Cox",
810188,"David Okagbue","David Chukwudubem Okagbue",,"Ireland, Nigeria",Centre-Back,Peterborough,1072,325000,,,,,,,,"David Okagbue",
812133,"Filozofe Mabete",,,"DR Congo, England",Centre-Back,"Swindon Town",352,150000,,,,,,,,"Filozofe Mabete",
812397,"Emre Tezgel","Emre James Vann Tezgel",,"England, Türkiye",Centre-Forward,Wycombe,2805,550000,,,,,,,,"Emre Tezgel",
812996,"Samson Tovide","Samson Jolaoluwa Gbolohan Tovide",,"England, Nigeria",Centre-Forward,"Colchester Utd.",1060,275000,,,,,,,,"Samson Tovide",
812683,"Tai Sodje","Taione Richard Evumena Sodje",,"England, Nigeria",Centre-Forward,Walsall,899,,,,,,,,,,
813065,"Malik Owolabi-Belewu","Abdulmalik Timmy Owolabi-Belewu",,"Canada, Nigeria",Centre-Back,Chesterfield,1219,100000,,,,,,,,"Malik Pimpong",
814290,"Lee Jenkins","Lee Thomas Jenkins",,Wales,Centre-Back,"Newport County",3716,200000,,,,,,,,,
814524,"Joe Wormleighton","Joseph Oliver Wormleighton",,England,Right-Back,Northampton,1302,125000,,,,,,,,"Joe Wormleighton",
814526,"Brandon Cover","Brandon Ashley Cover",,"Jamaica, England","Defensive Midfield",Rotherham,1194,125000,,,,,,,,"Brandon Cover",
814684,"Francis Okoronkwo","Francis Okereke Okoronkwo",,"England, Nigeria",Centre-Forward,Doncaster,2454,200000,,,,,,,,"Francis Okoronkwo",
816002,"Max Dyche",,,England,Centre-Back,Northampton,1302,150000,,,,,,,,"Max Dyche",
816519,"Will Sutton","William Joseph Sutton",,England,Centre-Back,"Oldham Athletic",1078,150000,,,,,,,,"Will Sutton",
819713,"Lucas Ness","Lucas Benjamin Ness",,England,Centre-Back,"Notts County",1045,150000,,,,,,,,"Lucas Ness",
820970,"Sam Sherring",,,England,Centre-Back,Rochdale,1088,250000,,,,,,,,"Sam Sherring",
816515,"Tom Bloxham","Thomas Stanley Bloxham",,England,Centre-Forward,Blackpool,1181,600000,,,,,,,,,
821522,"Alfie Pond","Alfie James Pond",,England,Centre-Back,Chesterfield,1219,250000,,,,,,,,"Alfie Pond",
822163,"Jacob Mendy","Jacob Mendy Mendy",,"The Gambia, Spain",Left-Back,Bromley,8981,125000,,,,,,,,"Jacob Mendy",
823762,"Jonny Russell","Jonathan Russell",,"Northern Ireland",Left-Back,"Crawley Town",3537,75000,,,,,,,,,
819863,"Courtney Clarke","Courtney Alphonso Clarke",,"Jamaica, England","Central Midfield",Walsall,899,150000,,,,,,,,"Courtney Clarke",
827440,"Zak Johnson","Zak Robert Johnson",,England,Centre-Back,"York City",1252,75000,,,,,,,,,
83430,"Albert Adomah","Albert Danquah Adomah",,"Ghana, England","Right Winger",Walsall,899,25000,,,,,,,,"Albert Adomah",
838367,"James Storer","James Lee Storer",,"Ireland, England",Goalkeeper,Plymouth,2262,75000,,,,,,,,,
842566,"Deon Woodman","Deonysus Sangai Woodman",,"Kenya, England",Centre-Back,Bromley,8981,,,,,,,,,,
842149,"Kieren Flavell","Kieren James Flavell",,England,Goalkeeper,Barnsley,349,75000,,,,,,,,"Kieren Flavell",
845472,"Jack Maskell","Jack Reagan Maskell",,England,Centre-Forward,Barnet,2804,,,,,,,,,,
851990,"Jack Sanders","Jack Tom Sanders",,England,Centre-Back,"MK Dons",991,600000,,,,,,,,"Jack Sanders",
852517,"Shaq Forde","Shaqai Tyreece Steven Forde",,"England, Barbados","Right Winger","Bristol Rovers",2455,225000,,,,,,,,"Shaq Forde",
847579,"Isaac Heath",,,England,"Left Winger","Cambridge Utd.",986,250000,,,,,,,,"Isaac Heath",
1240762,"Araphat Mohammed",,,Ghana,"Right Winger",Nordsjaelland,2778,50000,,,,,,,,,
854825,"Donay O'Brien-Brady","Donay Kaylin O'Brien-Brady",,England,"Central Midfield",Peterborough,1072,150000,,,,,,,,"Donay O'Brien-Brady",
855090,"Harrison Minturn","Harrison James Minturn",,England,Centre-Back,"Swindon Town",352,75000,,,,,,,,,
854853,"Tom Davies","Thomas Alfred Davies",,Wales,Left-Back,"Newport County",3716,100000,,,,,,,,,
854930,"Jacob Slater","Jacob Vaughan Slater",,"Ireland, England",Left-Back,Tranmere,1074,150000,,,,,,,,"Jacob Slater",
855258,"Seb Palmer-Houlden","Sebastian Palmer-Houlden",,England,Centre-Forward,Gillingham,2814,250000,,,,,,,,"Seb Palmer-Houlden",
859941,"Darren Robinson","Darren Robert Russell Robinson",,"Northern Ireland","Defensive Midfield",Doncaster,2454,100000,,,,,,,,"Darren Robinson",
855306,"Soul Kader","شاول قادر",,"England, Egypt",Centre-Forward,Bromley,8981,,,,,,,,,,
859944,"Benn Ward","Benn David Ward",,England,Centre-Back,Reading,1032,175000,,,,,,,,"Benn Ward",
864496,"Dom Ballard","Dominic Ballard",,England,Centre-Forward,"Leyton Orient",1150,2000000,,,,,,,,"Dom Ballard",
860694,"Will Goodwin","William Neil Goodwin",,England,Centre-Forward,Gillingham,2814,250000,,,,,,,,"Will Goodwin",
860750,"Tom Moore","Thomas William Moore",,England,Centre-Back,Accrington,3688,,,,,,,,,,
865917,"Declan Frith",,,"England, United States","Right Winger",Peterborough,1072,200000,,,,,,,,"Declan Frith",
866669,"Jake Batty","Jake Thomas Batty",,England,Left-Back,Fleetwood,11177,250000,,,,,,,,"Jake Batty",
867711,"Will Alves","William Thomas Alves",,"England, Portugal","Attacking Midfield",Leicester,1003,400000,,,,,,,,"Will Alves",
